text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,label,description
rt  bbcbreaking   congratulations mr president   joe biden sworn in by supreme court chief justice john roberts  becoming the  presiden ,USA,998,1066,glevns,1082,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  vickybaker  unusual for the bbc news website and app to lead with a video  figured it had to be strong  but this is something else  a d ,USA,998,1066,glevns,52,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcstever  the moment alexei navalny was detained at passport control in moscow s sheremetevo airport  camera  lizavereykina producer   ,USA,998,1066,glevns,630,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
a few months ago  drjuliashaw and  sofiehagen devoted an episode of their podcast to a story i wrote  and used my  low quality  recordings and various other stuff  they re v good   you can listen here  ,USA,998,1066,glevns,1,8,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  bbcbreaking  us capitol on lockdown as trump demonstrators swarm the building during biden certification debate  latest  ,USA,998,1066,glevns,3713,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
rt  patriciamazzei  every paragraph of this piece by jeff leen on john le carré s miami swing to do research for  the night manager  is del ,USA,998,1066,glevns,69,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
a combined effort from  maddysavage   hedgecoe   bethanybellbb  dany mitzman and others,USA,998,1066,glevns,0,1,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
atletico madrid striker antoine griezmann made his loan from barcelona permanent on monday by signing a contract to stay in the spanish capital until    afpsports  ,France,606,2412700,AFP,6,13,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
residents of las tejerias on monday used picks  shovels and any tools they could find to dig through a thick bank of mud deposited on the northern venezuelan town after a landslide over the weekend killed at least  people and left  missing    ,France,606,2412700,AFP,14,18,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
china recorded more than   covid cases on monday  its highest level for a month  as officials imposed new lockdowns and restrictions to stop outbreaks from spreading to the capital ahead of the communist party congress   full story   ,France,606,2412700,AFP,20,29,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
american dustin johnson has pocketed   million after securing the inaugural liv golf individual championship  organisers of the saudi backed breakaway tour announced monday   read more from  afpsports   ,France,606,2412700,AFP,1,10,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking eu declares nicaragua envoy persona non grata  statement ,France,606,2412700,AFP,34,52,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
chad s ruler said monday a national unity government would be created soon to steer the country toward eventual civilian rule  with him as interim president   mahamat idriss deby itno came to power last year after his long ruling father died in combat   ,France,606,2412700,AFP,9,16,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
kyiv residents describe to afp s  emmanuelp_afp being shaken awake by russia s missile strikes monday morning    we saw the smoke  then the cars and then we realised we had no more windows    says one ukrainian woman   ,France,606,2412700,AFP,13,48,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
air france and airbus were put on trial monday on charges of involuntary manslaughter over the  crash of a jet heading to paris from brazil  in which all  people on board were killed   full story   ,France,606,2412700,AFP,12,18,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking biden condemns  utter brutality  of russian missile strikes on ukraine ,France,606,2412700,AFP,74,294,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
for generations paban baroi s family guarded a temple to shiva  the hindu god of destruction  until bangladesh s mighty padma river wreaked havoc of its own  wiping out the shrine  their home  and  other houses in their village  ,France,606,2412700,AFP,10,21,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update redbull and aston martin have been found in breach of  financial rules  the motor sports governing body  fia  announced on monday  saying any punishment would be decided at a later date  ,France,606,2412700,AFP,17,43,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking red bull found guilty of breaching  cost cap  the fia ,France,606,2412700,AFP,55,175,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
an international footballer  an influential tech blogger  a woman eating her breakfast without a headscarf   in iran  no one who expresses dissent is safe from being caught in the dragnet of a crackdown that has seen hundreds arrested in the last  weeks   ,France,606,2412700,AFP,10,31,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
russian forces launch a barrage of fatal bombardments across ukraine as president vladimir putin threatens more attacks and the west lashes out at moscow s  act of desperation   ,France,606,2412700,AFP,19,46,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
germany s cyber security agency chief is facing the sack over alleged ties with russian intelligence services  government sources told afp on monday  amid heightened vigilance over potential sabotage activities by moscow  ,France,606,2412700,AFP,54,133,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update un chief antonio guterres on monday condemned russia for launching a barrage of fatal bombardments across  ukraine     this constitutes another unacceptable escalation of the war and  as always  civilians are paying the highest price   his spokesman said  ,France,606,2412700,AFP,45,99,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
video  around a thousand people formed a human chain around the uk parliament in london on saturday  demanding the release of wikileaks founder julian assange  ,France,606,2412700,AFP,121,306,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking un chief slams russia strikes on ukraine as  unacceptable escalation  ,France,606,2412700,AFP,98,294,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
five decades ago  a lawyer convinced a french court to acquit a teenage girl who illegally terminated her pregnancy after being raped  a landmark case that would pave the way for the right to abortion in france  ,France,606,2412700,AFP,20,48,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update the  deliberate strikes by russia over the whole of ukraine s territory and against civilians  it s a profound change in the nature of this war   french president emmanuel macron told reporters today  ,France,606,2412700,AFP,166,435,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
instagram and twitter say they have restricted the accounts of us rapper  kanyewest over posts slammed as anti semitic   read the full story     ,France,606,2412700,AFP,19,47,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking macron says russian strikes signal  profound change  in ukraine war ,France,606,2412700,AFP,268,1059,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
a us trio including ex federal reserve chief ben bernanke  who played a key role battling the  financial crisis  won the economics nobel on monday for research on banks in times of turmoil  ,France,606,2412700,AFP,6,17,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update belarusian leader alexander lukashenko  an ally of russian president vladimir putin  said monday that lithuania  poland and ukraine were training belarusian  radicals  for terror attacks  after announcing plans to deploy joint troops with moscow  ,France,606,2412700,AFP,74,122,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking lukashenko says lithuania  poland  ukraine training belarusian  radicals  for terror attacks ,France,606,2412700,AFP,59,120,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking nato chief condemns  russia s horrific and indiscriminate attacks on civilian infrastructure in ukraine ,France,606,2412700,AFP,84,237,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update  no  putin was not  provoked  to unleash missile terror by  a blast on the  crimea bridge    putin is desperate because of battlefield defeats and uses missile terror to try to change the pace of war in his favour   ukraine s foreign minister dmytro kuleba said monday  ,France,606,2412700,AFP,105,326,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking ukraine s kuleba says putin  desperate because of battlefield defeats  ,France,606,2412700,AFP,38,112,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
video  president volodymyr zelensky says russia targeted ukraine s energy infrastructure during strikes on several ukrainian cities on monday  including using iran made drones  ,France,606,2412700,AFP,432,889,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
an    interview with nora felder   the woman that made  running up that hill  the unlikely summer smash through  strangerthings ,France,606,2412700,AFP,6,20,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
protesters in  iran remained defiant in the fourth week of a movement against the islamic republic despite a crackdown including the use of tear gas in tehran and reports monday of heavy weaponry used in the kurdish populated northwest  ,France,606,2412700,AFP,42,55,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update heatwaves will become so extreme in certain regions of the world within the coming decades that human life there will be unsustainable  the  un and  redcross said monday  ,France,606,2412700,AFP,47,63,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update russia s former president dmitry medvedev said monday russia s retaliatory mass strikes across ukraine were only the  first episode     the first episode has been played  there will be others   ,France,606,2412700,AFP,127,216,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking russian ex president says ukraine strikes only  first episode  ,France,606,2412700,AFP,42,95,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update ukraine on monday accused moscow of using iranian made drones sent from neighbouring belarus as part of multiple deadly strikes that russian forces launched across  ukraine ,France,606,2412700,AFP,72,125,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
here is what we know on north korea s recent spate of  tactical nuclear  drills that state media said showed the country s nuclear combat forces were  fully ready to hit and wipe out  the enemy  know ,France,606,2412700,AFP,17,20,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking president vladimir putin on monday confirmed russian forces carried out a wave of missile attacks on  ukraine cities that killed at least five people and knocked out energy infrastructure nationwide  ,France,606,2412700,AFP,50,66,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking russia targeting civilians  amounts to a war crime   eu ,France,606,2412700,AFP,97,293,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking putin says response to more ukrainian attacks will be  severe  ,France,606,2412700,AFP,102,222,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update the kremlin said on monday that a huge missile salvo across  ukraine launched by its forces was within the framework of what russia calls its  special military operation  in ukraine  ,France,606,2412700,AFP,60,148,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update  leaders and ukrainian president zelensky will hold emergency talks on tuesday to discuss the latest russian attacks on ukraine  berlin said  chancellor olaf scholz has assured zelensky  of the solidarity of germany and the other  states   ,France,606,2412700,AFP,118,275,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update power outages were reported in several regions across ukraine following multiple russian strikes on monday morning that targeted energy infrastructure  ukrainian regional officials said     vehicles destroyed in kyiv on october  ,France,606,2412700,AFP,35,66,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking heatwaves will make entire regions uninhabitable within decades  un  red cross ,France,606,2412700,AFP,80,132,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking  leaders  zelensky to discuss ukraine developments on tuesday  berlin ,France,606,2412700,AFP,75,270,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking power cuts reported in several ukraine regions after attacks  officials ,France,606,2412700,AFP,20,63,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 the destruction of taiwan s democracy and freedom would be a grave defeat for the world s democracies    taiwan s leader warns beijing that the island will never give up in a national day speech  drawing parallels with russia s invasion of  ukraine ,France,606,2412700,AFP,25,71,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update belarusian president alexander lukashenko  a close ally of russian leader vladimir putin  claimed monday that ukraine was preparing an attack on his country s territory    we have agreed to deploy a regional grouping of the russian federation and the republic of belarus  ,France,606,2412700,AFP,272,495,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking russia  belarus to deploy joint regional troops  lukashenko ,France,606,2412700,AFP,432,578,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 breaking lukashenko accuses ukraine of preparing an attack on belarus ,France,606,2412700,AFP,344,696,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
 update the city of lviv in western ukraine was hit with electricity and hot water cuts after bombardments that targeted critical infrastructure  including energy facilities  lviv mayor andriy sadovyi said monday  ,France,606,2412700,AFP,36,47,1,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN
rt  abc   this is not a strategic target  this is not a military target  this is a clear message of terror from pres  putin     brittclenne ,New York,440,1634766,ABCWorldNews,90,0,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the all new  abc news app is here   download now to get the all new features like dark mode and personalized alerts for the topics you care about most   ,New York,440,1634766,ABCWorldNews,1,2,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
jury selection begins in los angeles for the sexual assault trial of disgraced film producer harvey weinstein  ,New York,440,1634766,ABCWorldNews,6,7,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
new  pres  biden condemns missile strikes across ukraine ordered by russian president vladimir putin  saying the attacks  only further reinforce our commitment to stand with the people of ukraine for as long as it takes    ,New York,440,1634766,ABCWorldNews,13,38,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
a  year old boy has been reunited with his parents after a suspected carjacking in michigan  thanks to the teamwork of two school bus drivers  ,New York,440,1634766,ABCWorldNews,3,20,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the san antonio police department fired a police officer after bodycam footage showed him shooting a teenager in a mcdonald s parking lot in texas  ,New York,440,1634766,ABCWorldNews,7,14,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
there were   fewer covid deaths and   fewer hospitalizations among seniors because of vaccines  according to a new hhs report  ,New York,440,1634766,ABCWorldNews,10,35,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
some of the nation s largest airports have been targeted for cyberattacks by an attacker within the russian federation  a senior official briefed confirms to  abc news  ,New York,440,1634766,ABCWorldNews,8,15,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
north korea released images of the country s leader kim jong un overseeing a missile launch  north korea says its recent barrage of missile launches were tests of its tactical nuclear weapons to  hit and wipe out  potential south korean and u s  targets   ,New York,440,1634766,ABCWorldNews,9,8,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
individual travelers will be able to visit japan without visas beginning on tuesday  just like in pre covid  times  and electronics stores  airlines and various tourists spots have big hopes for a revival of their businesses  ,New York,440,1634766,ABCWorldNews,6,21,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
experts have described the pandemic as a kind of  perfect storm  in negatively impacting mental health  ,New York,440,1634766,ABCWorldNews,4,7,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
battle for control of congress  four weeks until the critical midterm elections  prominent republicans are standing behind former football star and senate candidate herschel walker despite the abortion controversy   maryaliceparks has more   ,New York,440,1634766,ABCWorldNews,4,7,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
 as soon as we launch the drone the russians are hunting for us   ,New York,440,1634766,ABCWorldNews,8,14,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
rt  gma   we were also woken up this morning by the sound of multiple strikes     these strikes have not targeted military sites  they ve t ,New York,440,1634766,ABCWorldNews,35,0,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
ukraine latest  russian president putin said monday s attacks on civilian areas across ukraine were a response to saturday s attack on the bridge connecting russia and crimea  at least eight people were killed and  injured in kyiv  officials said  ,New York,440,1634766,ABCWorldNews,5,15,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the nobel prize in economics was awarded to ben bernanke  douglas w  diamond and philip h  dybvig on monday for their research on banks and financial crises  ,New York,440,1634766,ABCWorldNews,3,18,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
football fans packed the stands for pewaukee high school s homecoming game in wisconsin  one player changed the game  senior ava matz took the first snap of the game as starting quarterback   linseydavis reports   ,New York,440,1634766,ABCWorldNews,13,38,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the fbi have joined the urgent search for  month old quinton simon who was last seen wednesday morning at his home in savannah  georgia  officials say they re working  to  hour days in hopes of finding him alive   reporterfaith has more   ,New York,440,1634766,ABCWorldNews,16,30,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
a san antonio police officer has been fired after body camera video footage showed him shooting an unarmed  year old  who had been eating fast food in a parking lot and drove away after the officer opened his car door    zohreen has more   ,New York,440,1634766,ABCWorldNews,21,34,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the n f l and players  union said the amended protocols  which first took effect during sunday s games  will now prohibit a player from returning to play if he shows signs of impaired balance  coordination  or dysfunctional speech   lipoftv has more   ,New York,440,1634766,ABCWorldNews,10,26,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
football fans packed the stands for pewaukee high school s homecoming game in wisconsin  one player changed the game  senior ava matz took the first snap of the game as starting quarterback   linseydavis reports   ,New York,440,1634766,ABCWorldNews,10,40,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
anti government protests are spreading in iran  as hackers successfully infiltrated the airways by interrupting a newscast for several seconds with a message in solidarity with the protestors calling for people to join and rise up  lama hasan reports   ,New York,440,1634766,ABCWorldNews,63,205,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
putin called the massive explosion that damaged a critical bridge connecting russia to crimea  a  terrorist act  and blamed ukraine  as  brittclennett reports  putin s accusation comes just hours after russian forces attacked civilian targets in ukraine   ,New York,440,1634766,ABCWorldNews,17,25,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
 worldnewstonight with  linseydavis starts in  minutes  rt if you re watching  ,New York,440,1634766,ABCWorldNews,9,23,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
california gov  gavin newsom will call a special session of the state legislature to pass a new tax on oil companies  ,New York,440,1634766,ABCWorldNews,10,31,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the man who allegedly left two dead and six injured after he went on a stabbing spree in las vegas  had every intention  of killing the victims  one of the survivors told  abc news  ,New York,440,1634766,ABCWorldNews,10,21,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
a boy ran onto the field and was tackled hard by a security guard in the second quarter of tampa bay s game against atlanta on sunday  ,New York,440,1634766,ABCWorldNews,7,13,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
ct sen  chris murphy on sunday called for a change in washington s ties to saudi arabia after the country and other members of the opec  alliance decided to cut production later this year  a move that will likely drive up the slumping cost of crude oil  ,New York,440,1634766,ABCWorldNews,4,25,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
several hundred people on saturday joined an lgbtq pride march in montenegro  held amid strong opposition from the influential serbian orthodox church in the small conservative balkan country  ,New York,440,1634766,ABCWorldNews,7,25,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
it s possible florida school shooter nikolas cruz talked himself into a death sentence  ,New York,440,1634766,ABCWorldNews,7,13,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
hurricane julia hit nicaragua s central caribbean coast on sunday after lashing colombia s san andres island  and a weakened storm was expected to emerge over the pacific  ,New York,440,1634766,ABCWorldNews,14,25,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
paweenuch supholwong sits on her mother s lap as her mother tells the remarkable story of how the  year old wisp of a girl survived thailand s worst mass killing   the only child to emerge unscathed from a day care  ,New York,440,1634766,ABCWorldNews,5,27,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
pres  biden s warning of possible  armageddon  wasn t about an imminent threat  a top biden spokesperson said  ,New York,440,1634766,ABCWorldNews,4,17,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
floridians whose homes and businesses were destroyed during hurricane ian are adamant about rebuilding the communities that were destroyed during hurricane ian  ,New York,440,1634766,ABCWorldNews,5,8,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
pope francis has denounced europe s treatment of migrants as as  disgusting  sinful and criminal   ,New York,440,1634766,ABCWorldNews,5,29,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
five tribes on california s coast are moving forward in their efforts to protect marine ecosystems as part of the tribal marine stewards network  ,New York,440,1634766,ABCWorldNews,8,20,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
emergency workers pull a woman from a wreckage following strikes in zaporizhzhia  ukraine   ,New York,440,1634766,ABCWorldNews,4,6,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
latest  at least  people were killed overnight in missile strikes on residential zaporizhzhia neighborhoods  zaporizhzhia s governor says   live updates  ,New York,440,1634766,ABCWorldNews,4,11,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
pres  biden s warning last week that vladimir putin was  not joking  about possibly using nuclear weapons was  concerning  and counterproductive to bringing an end to russia s invasion of ukraine  retired adm  mike mullen said  ,New York,440,1634766,ABCWorldNews,5,12,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
israeli police say a palestinian gunman has seriously wounded two people after opening fire at an israeli military checkpoint in east jerusalem  ,New York,440,1634766,ABCWorldNews,4,16,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the florida department of transportation began soliciting bids to fly migrants to cities including boston and los angeles starting in july  according to documents obtained by  abc news  ,New York,440,1634766,ABCWorldNews,11,18,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
authorities say  people have been killed in an explosion that destroyed a gas station in a small village in northwest ireland  ,New York,440,1634766,ABCWorldNews,6,15,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
restrictive abortion laws were temporarily struck down friday in ohio and arizona  two states where abortion services have been in flux in the wake of roe v  wade being overturned  ,New York,440,1634766,ABCWorldNews,12,39,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
ukrainian authorities are just beginning to sift through the wreckage of the devastated city of lyman in eastern ukraine  ,New York,440,1634766,ABCWorldNews,9,20,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
the search for a missing  month old entered its fourth day on saturday  as police have yet to turn up any sign of the toddler  ,New York,440,1634766,ABCWorldNews,8,15,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
five years after women s stories about him made the  metoo movement explode  harvey weinstein is going on trial in los angeles  where he once was king of the oscars  ,New York,440,1634766,ABCWorldNews,17,32,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
most train services across the u k  were canceled saturday as thousands of rail workers staged the latest in a string of strikes over jobs  pay and working conditions  ,New York,440,1634766,ABCWorldNews,6,20,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
just in  south korea says north korea has fired two ballistic missiles toward its eastern waters  the latest in a barrage of weapons tests in recent days  ,New York,440,1634766,ABCWorldNews,21,20,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
anti government demonstrations have erupted in several areas across iran as the most sustained protests in years against a deeply entrenched theocracy entered their fourth week  ,New York,440,1634766,ABCWorldNews,9,23,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
three people were shot outside a high school football game friday in toledo  ohio  and their conditions are not life threatening  according to the toledo police department  ,New York,440,1634766,ABCWorldNews,8,7,1,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
can remote workers be forced to keep their webcams on  one employee of a florida company was fired for turning his off   but a dutch court has ruled he was dismissed unfairly  ,New York City,2336,1097327,YahooNews,1,2,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
sen  raphael warnock responds to allegations made against his republican opponent herschel walker  who is running against him to represent georgia in the u s  senate  ,New York City,2336,1097327,YahooNews,0,3,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
for those who lost everything to a natural disaster and even those spared  the anguish can be crushing to return home to find so much gone    ,New York City,2336,1097327,YahooNews,2,3,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
large united methodist congregations are moving to the exits  including some of the largest in arkansas  georgia  louisiana  oklahoma and texas  ,New York City,2336,1097327,YahooNews,3,3,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
igor tikhiy is one of thousands of russian men who have left their country since president vladimir putin announced a nationwide mobilisation drive in a bid to recruit new manpower for moscow s war on ukraine  ,New York City,2336,1097327,YahooNews,2,4,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
a small business advocacy group has filed a new lawsuit seeking to block the biden administration s efforts to forgive student loan debt for tens of millions of americans  ,New York City,2336,1097327,YahooNews,4,3,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
some of the nation s largest airports have been targeted for cyberattacks by an attacker within the russian federation  the systems targeted do not handle air traffic control  internal airline communications and coordination  or transportation security  ,New York City,2336,1097327,YahooNews,1,2,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
ukraine s national police said  people were killed in kyiv  with  more injured  although the final toll for fatalities and casualties is likely to be much higher   ,New York City,2336,1097327,YahooNews,2,3,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
 after seeing their grief  i thought it would be better if we can hold the ceremony at the same time and that all relatives can go through this final stage of this painful event together   ,New York City,2336,1097327,YahooNews,0,5,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
a  year old ukrainian woman named alla said she was subject to physical and sexual abuse at the hands of russian troops during their occupation of izium  providing yet another firsthand account of alleged war crimes  ,New York City,2336,1097327,YahooNews,1,3,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
two young children are dead and their mother suffered major injuries after two family dogs attacked a baby and toddler at their west tennessee home  ,New York City,2336,1097327,YahooNews,2,1,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
a video shared by abc  memphis showed what appeared to be a chick fil a employee spitting in chicken batter  while the other recorded  ,New York City,2336,1097327,YahooNews,10,8,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
