...1,text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,description,label
5,"Chad's ruler said Monday a national unity government would be created soon to steer the country toward eventual civilian rule, with him as interim president.

Mahamat Idriss Deby Itno came to power last year after his long-ruling father died in combat.

",France,606,2412700,AFP,9,16,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
6,"Kyiv residents describe to AFP's @EmmanuelP_AFP
being shaken awake by Russia's missile strikes Monday morning.

""We saw the smoke, then the cars and then we realised we had no more windows,""  says one Ukrainian woman.

",France,606,2412700,AFP,13,48,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
7,"Air France and Airbus were put on trial Monday on charges of involuntary manslaughter over the 2009 crash of a jet heading to Paris from Brazil, in which all 228 people on board were killed.

Full story:  ",France,606,2412700,AFP,12,18,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
8,#BREAKING Biden condemns 'utter brutality' of Russian missile strikes on Ukraine ,France,606,2412700,AFP,74,294,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
9,"For generations Paban Baroi's family guarded a temple to Shiva, the Hindu god of destruction, until Bangladesh's mighty Padma river wreaked havoc of its own, wiping out the shrine, their home, and 200 other houses in their village.
",France,606,2412700,AFP,10,21,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
10,"#UPDATE RedBull and Aston Martin have been found in breach of F1 financial rules, the motor sports governing body (FIA) announced on Monday, saying any punishment would be decided at a later date. ",France,606,2412700,AFP,17,43,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
11,#BREAKING Red Bull found guilty of breaching F1 cost cap: the FIA ,France,606,2412700,AFP,55,175,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
12,"An international footballer, an influential tech-blogger, a woman eating her breakfast without a headscarf. 
In Iran, no-one who expresses dissent is safe from being caught in the dragnet of a crackdown that has seen hundreds arrested in the last 3 weeks. 
",France,606,2412700,AFP,10,31,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
13,"Russian forces launch a barrage of fatal bombardments across Ukraine as President Vladimir Putin threatens more attacks and the West lashes out at Moscow's ""act of desperation"".
",France,606,2412700,AFP,19,46,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
14,"Germany's cyber security agency chief is facing the sack over alleged ties with Russian intelligence services, government sources told AFP on Monday, amid heightened vigilance over potential sabotage activities by Moscow.
",France,606,2412700,AFP,54,133,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
15,"#UPDATE UN chief Antonio Guterres on Monday condemned Russia for launching a barrage of fatal bombardments across #Ukraine 
 
""This constitutes another unacceptable escalation of the war and, as always, civilians are paying the highest price,"" his spokesman said. ",France,606,2412700,AFP,45,99,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
16,"VIDEO: Around a thousand people formed a human chain around the UK parliament in London on Saturday, demanding the release of WikiLeaks founder Julian Assange. ",France,606,2412700,AFP,121,306,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
17,#BREAKING UN chief slams Russia strikes on Ukraine as 'unacceptable escalation' ,France,606,2412700,AFP,98,294,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
18,"Five decades ago, a lawyer convinced a French court to acquit a teenage girl who illegally terminated her pregnancy after being raped, a landmark case that would pave the way for the right to abortion in France.
",France,606,2412700,AFP,20,48,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
19,"#UPDATE The ""deliberate strikes by Russia over the whole of Ukraine's territory and against civilians, it's a profound change in the nature of this war,"" French President Emmanuel Macron told reporters today. ",France,606,2412700,AFP,166,435,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
20,"Instagram and Twitter say they have restricted the accounts of US rapper #KanyeWest over posts slammed as anti-Semitic.

Read the full story ➡️  ",France,606,2412700,AFP,19,47,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
21,#BREAKING Macron says Russian strikes signal 'profound change' in Ukraine war ,France,606,2412700,AFP,268,1059,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
22,"A US trio including ex-Federal Reserve chief Ben Bernanke, who played a key role battling the 2008 financial crisis, won the economics Nobel on Monday for research on banks in times of turmoil.
",France,606,2412700,AFP,6,17,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
23,"#UPDATE Belarusian leader Alexander Lukashenko, an ally of Russian President Vladimir Putin, said Monday that Lithuania, Poland and Ukraine were training Belarusian ""radicals"" for terror attacks, after announcing plans to deploy joint troops with Moscow. ",France,606,2412700,AFP,74,122,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
24,"#BREAKING Lukashenko says Lithuania, Poland, Ukraine training Belarusian 'radicals' for terror attacks ",France,606,2412700,AFP,59,120,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
25,"#BREAKING NATO chief condemns ""Russia's horrific and indiscriminate attacks on civilian infrastructure in Ukraine ",France,606,2412700,AFP,84,237,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
26,"#UPDATE ""No, Putin was not 'provoked' to unleash missile terror by (a blast on the) Crimea Bridge... Putin is desperate because of battlefield defeats and uses missile terror to try to change the pace of war in his favour,"" Ukraine's Foreign Minister Dmytro Kuleba said Monday. ",France,606,2412700,AFP,105,326,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
27,#BREAKING Ukraine's Kuleba says Putin 'desperate because of battlefield defeats' ,France,606,2412700,AFP,38,112,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
28,"VIDEO: President Volodymyr Zelensky says Russia targeted Ukraine's energy infrastructure during strikes on several Ukrainian cities on Monday, including using Iran-made drones. ",France,606,2412700,AFP,432,889,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
29,"An ✍️ interview with Nora Felder - the woman that made ""Running Up That Hill"" the unlikely summer smash through #StrangerThings
",France,606,2412700,AFP,6,20,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
30,"Protesters in #Iran remained defiant in the fourth week of a movement against the Islamic republic despite a crackdown including the use of tear gas in Tehran and reports Monday of heavy weaponry used in the Kurdish-populated northwest.
",France,606,2412700,AFP,42,55,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
31,"#UPDATE Heatwaves will become so extreme in certain regions of the world within the coming decades that human life there will be unsustainable, the #UN and #RedCross said Monday. ",France,606,2412700,AFP,47,63,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
32,"#UPDATE Russia's former president Dmitry Medvedev said Monday Russia's retaliatory mass strikes across Ukraine were only the ""first episode"".

""The first episode has been played. There will be others."" ",France,606,2412700,AFP,127,216,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
33,#BREAKING Russian ex-president says Ukraine strikes only 'first episode' ,France,606,2412700,AFP,42,95,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
34,#UPDATE Ukraine on Monday accused Moscow of using Iranian-made drones sent from neighbouring Belarus as part of multiple deadly strikes that Russian forces launched across #Ukraine ,France,606,2412700,AFP,72,125,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
35,"Here is what we know on North Korea's recent spate of ""tactical nuclear"" drills that state media said showed the country's nuclear combat forces were ""fully ready to hit and wipe out"" the enemy.
know:",France,606,2412700,AFP,17,20,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
36,#BREAKING President Vladimir Putin on Monday confirmed Russian forces carried out a wave of missile attacks on #Ukraine cities that killed at least five people and knocked out energy infrastructure nationwide. ,France,606,2412700,AFP,50,66,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
37,#BREAKING Russia targeting civilians 'amounts to a war crime': EU ,France,606,2412700,AFP,97,293,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
38,#BREAKING Putin says response to more Ukrainian attacks will be 'severe' ,France,606,2412700,AFP,102,222,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
39,"#UPDATE The Kremlin said on Monday that a huge missile salvo across #Ukraine launched by its forces was within the framework of what Russia calls its ""special military operation"" in Ukraine. ",France,606,2412700,AFP,60,148,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
40,"#UPDATE G7 leaders and Ukrainian President Zelensky will hold emergency talks on Tuesday to discuss the latest Russian attacks on Ukraine, Berlin said. Chancellor Olaf Scholz has assured Zelensky ""of the solidarity of Germany and the other G7 states"". ",France,606,2412700,AFP,118,275,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
41,"#UPDATE Power outages were reported in several regions across Ukraine following multiple Russian strikes on Monday morning that targeted energy infrastructure, Ukrainian regional officials said. 
📸 Vehicles destroyed in Kyiv on October 10 ",France,606,2412700,AFP,35,66,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
42,"#BREAKING Heatwaves will make entire regions uninhabitable within decades: UN, Red Cross ",France,606,2412700,AFP,80,132,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
43,"#BREAKING G7 leaders, Zelensky to discuss Ukraine developments on Tuesday: Berlin ",France,606,2412700,AFP,75,270,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
44,#BREAKING Power cuts reported in several Ukraine regions after attacks: officials ,France,606,2412700,AFP,20,63,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
45,"""The destruction of Taiwan's democracy and freedom would be a grave defeat for the world's democracies"". 
Taiwan's leader warns Beijing that the island will never give up in a national day speech, drawing parallels with Russia's invasion of #Ukraine
",France,606,2412700,AFP,25,71,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
46,"#UPDATE Belarusian President Alexander Lukashenko, a close ally of Russian leader Vladimir Putin, claimed Monday that Ukraine was preparing an attack on his country's territory. 
""We have agreed to deploy a regional grouping of the Russian Federation and the Republic of Belarus"" ",France,606,2412700,AFP,272,495,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
47,"#BREAKING Russia, Belarus to deploy joint regional troops: Lukashenko ",France,606,2412700,AFP,432,578,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
48,#BREAKING Lukashenko accuses Ukraine of preparing an attack on Belarus ,France,606,2412700,AFP,344,696,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
49,"#UPDATE The city of Lviv in western Ukraine was hit with electricity and hot water cuts after bombardments that targeted critical infrastructure, including energy facilities, Lviv mayor Andriy Sadovyi said Monday. ",France,606,2412700,AFP,36,47,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/ELSlBpSrHN,truth
0,"RT @ABC: ""This is not a strategic target. This is not a military target. This is a clear message of terror from Pres. Putin.""

@BrittClenne…",New York,440,1634766,ABCWorldNews,90,0,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
1,"The all-new @ABC News app is here!

Download now to get the all-new features like dark mode and personalized alerts for the topics you care about most:  ",New York,440,1634766,ABCWorldNews,1,2,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
2,Jury selection begins in Los Angeles for the sexual assault trial of disgraced film producer Harvey Weinstein. ,New York,440,1634766,ABCWorldNews,6,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
3,"NEW: Pres. Biden condemns missile strikes across Ukraine ordered by Russian President Vladimir Putin, saying the attacks “only further reinforce our commitment to stand with the people of Ukraine for as long as it takes.”  ",New York,440,1634766,ABCWorldNews,13,38,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
4,"A 2-year-old boy has been reunited with his parents after a suspected carjacking in Michigan, thanks to the teamwork of two school bus drivers. ",New York,440,1634766,ABCWorldNews,3,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
5,The San Antonio Police Department fired a police officer after bodycam footage showed him shooting a teenager in a McDonald's parking lot in Texas. ,New York,440,1634766,ABCWorldNews,7,14,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
6,"There were 300,000 fewer COVID deaths and 650,000 fewer hospitalizations among seniors because of vaccines, according to a new HHS report. ",New York,440,1634766,ABCWorldNews,10,35,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
7,"Some of the nation's largest airports have been targeted for cyberattacks by an attacker within the Russian Federation, a senior official briefed confirms to @ABC News. ",New York,440,1634766,ABCWorldNews,8,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
8,North Korea released images of the country's leader Kim Jong Un overseeing a missile launch. North Korea says its recent barrage of missile launches were tests of its tactical nuclear weapons to “hit and wipe out” potential South Korean and U.S. targets.  ,New York,440,1634766,ABCWorldNews,9,8,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
9,"Individual travelers will be able to visit Japan without visas beginning on Tuesday, just like in pre-COVID-19 times, and electronics stores, airlines and various tourists spots have big hopes for a revival of their businesses. ",New York,440,1634766,ABCWorldNews,6,21,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
10,"Experts have described the pandemic as a kind of ""perfect storm"" in negatively impacting mental health. ",New York,440,1634766,ABCWorldNews,4,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
11,"BATTLE FOR CONTROL OF CONGRESS: Four weeks until the critical midterm elections, prominent Republicans are standing behind former football star and Senate candidate Herschel Walker despite the abortion controversy. @maryaliceparks has more.  ",New York,440,1634766,ABCWorldNews,4,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
12,"“As soon as we launch the drone the Russians are hunting for us."" ",New York,440,1634766,ABCWorldNews,8,14,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
13,"RT @GMA: ""We were also woken up this morning by the sound of multiple strikes ... these strikes have not targeted military sites, they've t…",New York,440,1634766,ABCWorldNews,35,0,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
14,"UKRAINE LATEST: Russian President Putin said Monday’s attacks on civilian areas across Ukraine were a response to Saturday’s attack on the bridge connecting Russia and Crimea. At least eight people were killed and 24 injured in Kyiv, officials said. ",New York,440,1634766,ABCWorldNews,5,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
15,"The Nobel Prize in economics was awarded to Ben Bernanke, Douglas W. Diamond and Philip H. Dybvig on Monday for their research on banks and financial crises. ",New York,440,1634766,ABCWorldNews,3,18,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
16,Football fans packed the stands for Pewaukee High School's homecoming game in Wisconsin. One player changed the game. Senior Ava Matz took the first snap of the game as starting quarterback. @linseydavis reports.  ,New York,440,1634766,ABCWorldNews,13,38,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
17,"The FBI have joined the urgent search for 20-month-old Quinton Simon who was last seen Wednesday morning at his home in Savannah, Georgia. Officials say they’re working 18 to 20 hour days in hopes of finding him alive. @reporterfaith has more.  ",New York,440,1634766,ABCWorldNews,16,30,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
18,"A San Antonio police officer has been fired after body camera video footage showed him shooting an unarmed 17-year old, who had been eating fast food in a parking lot and drove away after the officer opened his car door.  @Zohreen has more.  ",New York,440,1634766,ABCWorldNews,21,34,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
19,"The N.F.L and Players’ Union said the amended protocols, which first took effect during Sunday’s games, will now prohibit a player from returning to play if he shows signs of impaired balance, coordination, or dysfunctional speech. @lipoftv has more.  ",New York,440,1634766,ABCWorldNews,10,26,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
20,Football fans packed the stands for Pewaukee High School's homecoming game in Wisconsin. One player changed the game. Senior Ava Matz took the first snap of the game as starting quarterback. @LinseyDavis reports.  ,New York,440,1634766,ABCWorldNews,10,40,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
21,"Anti-government protests are spreading in Iran, as hackers successfully infiltrated the airways by interrupting a newscast for several seconds with a message in solidarity with the protestors calling for people to join and rise up. Lama Hasan reports.  ",New York,440,1634766,ABCWorldNews,63,205,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
22,"Putin called the massive explosion that damaged a critical bridge connecting Russia to Crimea, a ""terrorist act"" and blamed Ukraine. As @brittclennett reports, Putin's accusation comes just hours after Russian forces attacked civilian targets in Ukraine.  ",New York,440,1634766,ABCWorldNews,17,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
23,#WorldNewsTonight with @LinseyDavis starts in 5 minutes. RT if you're watching! ,New York,440,1634766,ABCWorldNews,9,23,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
24,California Gov. Gavin Newsom will call a special session of the state Legislature to pass a new tax on oil companies. ,New York,440,1634766,ABCWorldNews,10,31,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
25,"The man who allegedly left two dead and six injured after he went on a stabbing spree in Las Vegas ""had every intention"" of killing the victims, one of the survivors told @ABC News. ",New York,440,1634766,ABCWorldNews,10,21,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
26,A boy ran onto the field and was tackled hard by a security guard in the second quarter of Tampa Bay’s game against Atlanta on Sunday. ,New York,440,1634766,ABCWorldNews,7,13,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
27,"CT Sen. Chris Murphy on Sunday called for a change in Washington's ties to Saudi Arabia after the country and other members of the OPEC+ alliance decided to cut production later this year, a move that will likely drive up the slumping cost of crude oil. ",New York,440,1634766,ABCWorldNews,4,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
28,"Several hundred people on Saturday joined an LGBTQ pride march in Montenegro, held amid strong opposition from the influential Serbian Orthodox Church in the small conservative Balkan country. ",New York,440,1634766,ABCWorldNews,7,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
29,It's possible Florida school shooter Nikolas Cruz talked himself into a death sentence. ,New York,440,1634766,ABCWorldNews,7,13,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
30,"Hurricane Julia hit Nicaragua's central Caribbean coast on Sunday after lashing Colombia's San Andres island, and a weakened storm was expected to emerge over the Pacific. ",New York,440,1634766,ABCWorldNews,14,25,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
31,Paweenuch Supholwong sits on her mother’s lap as her mother tells the remarkable story of how the 3-year-old wisp of a girl survived Thailand’s worst mass killing — the only child to emerge unscathed from a day care. ,New York,440,1634766,ABCWorldNews,5,27,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
32,"Pres. Biden's warning of possible ""Armageddon"" wasn't about an imminent threat, a top Biden spokesperson said. ",New York,440,1634766,ABCWorldNews,4,17,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
33,Floridians whose homes and businesses were destroyed during Hurricane Ian are adamant about rebuilding the communities that were destroyed during Hurricane Ian. ,New York,440,1634766,ABCWorldNews,5,8,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
34,"Pope Francis has denounced Europe's treatment of migrants as as “disgusting, sinful and criminal.” ",New York,440,1634766,ABCWorldNews,5,29,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
35,Five tribes on California's coast are moving forward in their efforts to protect marine ecosystems as part of the Tribal Marine Stewards Network. ,New York,440,1634766,ABCWorldNews,8,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
36,"Emergency workers pull a woman from a wreckage following strikes in Zaporizhzhia, Ukraine. 
",New York,440,1634766,ABCWorldNews,4,6,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
37,"LATEST: At least 12 people were killed overnight in missile strikes on residential Zaporizhzhia neighborhoods, Zaporizhzhia's governor says.

LIVE UPDATES:
",New York,440,1634766,ABCWorldNews,4,11,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
38,"Pres. Biden’s warning last week that Vladimir Putin was ""not joking"" about possibly using nuclear weapons was ""concerning"" and counterproductive to bringing an end to Russia's invasion of Ukraine, retired Adm. Mike Mullen said.
",New York,440,1634766,ABCWorldNews,5,12,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
39,Israeli police say a Palestinian gunman has seriously wounded two people after opening fire at an Israeli military checkpoint in east Jerusalem. ,New York,440,1634766,ABCWorldNews,4,16,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
40,"The Florida Department of Transportation began soliciting bids to fly migrants to cities including Boston and Los Angeles starting in July, according to documents obtained by @ABC News. ",New York,440,1634766,ABCWorldNews,11,18,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
41,Authorities say 10 people have been killed in an explosion that destroyed a gas station in a small village in northwest Ireland. ,New York,440,1634766,ABCWorldNews,6,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
42,"Restrictive abortion laws were temporarily struck down Friday in Ohio and Arizona, two states where abortion services have been in flux in the wake of Roe v. Wade being overturned. ",New York,440,1634766,ABCWorldNews,12,39,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
43,Ukrainian authorities are just beginning to sift through the wreckage of the devastated city of Lyman in eastern Ukraine. ,New York,440,1634766,ABCWorldNews,9,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
44,"The search for a missing 20-month-old entered its fourth day on Saturday, as police have yet to turn up any sign of the toddler. ",New York,440,1634766,ABCWorldNews,8,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
45,"Five years after women’s stories about him made the #MeToo movement explode, Harvey Weinstein is going on trial in Los Angeles, where he once was king of the Oscars. ",New York,440,1634766,ABCWorldNews,17,32,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
46,"Most train services across the U.K. were canceled Saturday as thousands of rail workers staged the latest in a string of strikes over jobs, pay and working conditions. ",New York,440,1634766,ABCWorldNews,6,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
47,"JUST IN: South Korea says North Korea has fired two ballistic missiles toward its eastern waters, the latest in a barrage of weapons tests in recent days. ",New York,440,1634766,ABCWorldNews,21,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
48,Anti-government demonstrations have erupted in several areas across Iran as the most sustained protests in years against a deeply entrenched theocracy entered their fourth week. ,New York,440,1634766,ABCWorldNews,9,23,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
49,"Three people were shot outside a high school football game Friday in Toledo, Ohio, and their conditions are not life-threatening, according to the Toledo Police Department. ",New York,440,1634766,ABCWorldNews,8,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.,truth
0,Can remote workers be forced to keep their webcams on? One employee of a Florida company was fired for turning his off — but a Dutch court has ruled he was dismissed unfairly. ,New York City,2336,1097327,YahooNews,1,2,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
1,"Sen. Raphael Warnock responds to allegations made against his Republican opponent Herschel Walker, who is running against him to represent Georgia in the U.S. Senate. ",New York City,2336,1097327,YahooNews,0,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
2,"For those who lost everything to a natural disaster and even those spared, the anguish can be crushing to return home to find so much gone... ",New York City,2336,1097327,YahooNews,2,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
3,"Large United Methodist congregations are moving to the exits, including some of the largest in Arkansas, Georgia, Louisiana, Oklahoma and Texas.
",New York City,2336,1097327,YahooNews,3,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
4,Igor Tikhiy is one of thousands of Russian men who have left their country since President Vladimir Putin announced a nationwide mobilisation drive in a bid to recruit new manpower for Moscow's war on Ukraine. ,New York City,2336,1097327,YahooNews,2,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
5,"A small business advocacy group has filed a new lawsuit seeking to block the Biden administration’s efforts to forgive student loan debt for tens of millions of Americans.
",New York City,2336,1097327,YahooNews,4,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
6,"Some of the nation's largest airports have been targeted for cyberattacks by an attacker within the Russian Federation. The systems targeted do not handle air traffic control, internal airline communications and coordination, or transportation security.
",New York City,2336,1097327,YahooNews,1,2,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
7,"Ukraine’s National Police said 8 people were killed in Kyiv, with 24 more injured, although the final toll for fatalities and casualties is likely to be much higher. 
",New York City,2336,1097327,YahooNews,2,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
8,"“After seeing their grief, I thought it would be better if we can hold the ceremony at the same time and that all relatives can go through this final stage of this painful event together."" ",New York City,2336,1097327,YahooNews,0,5,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
9,"A 52-year-old Ukrainian woman named Alla said she was subject to physical and sexual abuse at the hands of Russian troops during their occupation of Izium, providing yet another firsthand account of alleged war crimes. ",New York City,2336,1097327,YahooNews,1,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
10,Two young children are dead and their mother suffered major injuries after two family dogs attacked a baby and toddler at their West Tennessee home. ,New York City,2336,1097327,YahooNews,2,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
11,"A video shared by ABC 24 Memphis showed what appeared to be a Chick-fil-A employee spitting in chicken batter, while the other recorded. ",New York City,2336,1097327,YahooNews,10,8,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
12,"While forced labor still exists throughout the world, one place where it’s especially pervasive is the South China Sea — especially in the Thai fishing fleet, according to a 2016 investigation by the NYT... (@ian_urbina) Listen:  ",New York City,2336,1097327,YahooNews,9,6,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
13,"“I’m on Herschel’s team — they picked the wrong Georgian to mess with,"" Republican Sen. Rick Scott of Florida said. ",New York City,2336,1097327,YahooNews,0,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB,truth
