,text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,description
40,"The Florida Department of Transportation began soliciting bids to fly migrants to cities including Boston and Los Angeles starting in July, according to documents obtained by @ABC News. https://t.co/EvEHqAib5U",New York,440,1634766,ABCWorldNews,11,18,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
41,Authorities say 10 people have been killed in an explosion that destroyed a gas station in a small village in northwest Ireland. https://t.co/pYcSMLLO1m,New York,440,1634766,ABCWorldNews,6,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
42,"Restrictive abortion laws were temporarily struck down Friday in Ohio and Arizona, two states where abortion services have been in flux in the wake of Roe v. Wade being overturned. https://t.co/qgB1J36ADg",New York,440,1634766,ABCWorldNews,12,39,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
43,Ukrainian authorities are just beginning to sift through the wreckage of the devastated city of Lyman in eastern Ukraine. https://t.co/vDK59MGJEy,New York,440,1634766,ABCWorldNews,9,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
44,"The search for a missing 20-month-old entered its fourth day on Saturday, as police have yet to turn up any sign of the toddler. https://t.co/FIGv1nfTL5",New York,440,1634766,ABCWorldNews,8,15,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
45,"Five years after women’s stories about him made the #MeToo movement explode, Harvey Weinstein is going on trial in Los Angeles, where he once was king of the Oscars. https://t.co/kPOW07Ieiy",New York,440,1634766,ABCWorldNews,17,32,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
46,"Most train services across the U.K. were canceled Saturday as thousands of rail workers staged the latest in a string of strikes over jobs, pay and working conditions. https://t.co/9ofMeDBmYq",New York,440,1634766,ABCWorldNews,6,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
47,"JUST IN: South Korea says North Korea has fired two ballistic missiles toward its eastern waters, the latest in a barrage of weapons tests in recent days. https://t.co/lz0jdad61M",New York,440,1634766,ABCWorldNews,21,20,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
48,Anti-government demonstrations have erupted in several areas across Iran as the most sustained protests in years against a deeply entrenched theocracy entered their fourth week. https://t.co/DVhLsTKwBz,New York,440,1634766,ABCWorldNews,9,23,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
49,"Three people were shot outside a high school football game Friday in Toledo, Ohio, and their conditions are not life-threatening, according to the Toledo Police Department. https://t.co/uGQM9bcrp0",New York,440,1634766,ABCWorldNews,8,7,The official Twitter account for @ABC's World News Tonight with @DavidMuir.
0,Can remote workers be forced to keep their webcams on? One employee of a Florida company was fired for turning his off — but a Dutch court has ruled he was dismissed unfairly. https://t.co/GY4iQcLRtY,New York City,2336,1097327,YahooNews,1,2,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
1,"Sen. Raphael Warnock responds to allegations made against his Republican opponent Herschel Walker, who is running against him to represent Georgia in the U.S. Senate. https://t.co/zUyinYhVal",New York City,2336,1097327,YahooNews,0,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
2,"For those who lost everything to a natural disaster and even those spared, the anguish can be crushing to return home to find so much gone... https://t.co/2TDLnVywij",New York City,2336,1097327,YahooNews,2,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
3,"Large United Methodist congregations are moving to the exits, including some of the largest in Arkansas, Georgia, Louisiana, Oklahoma and Texas.
https://t.co/QUuMgp23zz",New York City,2336,1097327,YahooNews,3,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
4,Igor Tikhiy is one of thousands of Russian men who have left their country since President Vladimir Putin announced a nationwide mobilisation drive in a bid to recruit new manpower for Moscow's war on Ukraine. https://t.co/oPr36QbMsP,New York City,2336,1097327,YahooNews,2,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
5,"A small business advocacy group has filed a new lawsuit seeking to block the Biden administration’s efforts to forgive student loan debt for tens of millions of Americans.
https://t.co/agPxG21oaH",New York City,2336,1097327,YahooNews,4,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
6,"Some of the nation's largest airports have been targeted for cyberattacks by an attacker within the Russian Federation. The systems targeted do not handle air traffic control, internal airline communications and coordination, or transportation security.
https://t.co/VRPcETO4lL",New York City,2336,1097327,YahooNews,1,2,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
7,"Ukraine’s National Police said 8 people were killed in Kyiv, with 24 more injured, although the final toll for fatalities and casualties is likely to be much higher. 
https://t.co/8waRLYHrFU",New York City,2336,1097327,YahooNews,2,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
8,"“After seeing their grief, I thought it would be better if we can hold the ceremony at the same time and that all relatives can go through this final stage of this painful event together."" https://t.co/4YdJrgJEwl",New York City,2336,1097327,YahooNews,0,5,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
9,"A 52-year-old Ukrainian woman named Alla said she was subject to physical and sexual abuse at the hands of Russian troops during their occupation of Izium, providing yet another firsthand account of alleged war crimes. https://t.co/KUW3Zwzv2i",New York City,2336,1097327,YahooNews,1,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
10,Two young children are dead and their mother suffered major injuries after two family dogs attacked a baby and toddler at their West Tennessee home. https://t.co/3uEOkE2EBv,New York City,2336,1097327,YahooNews,2,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
11,"A video shared by ABC 24 Memphis showed what appeared to be a Chick-fil-A employee spitting in chicken batter, while the other recorded. https://t.co/6lWTaVNf9q",New York City,2336,1097327,YahooNews,10,8,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
12,"While forced labor still exists throughout the world, one place where it’s especially pervasive is the South China Sea — especially in the Thai fishing fleet, according to a 2016 investigation by the NYT... (@ian_urbina) Listen: https://t.co/xYXQWmJAfA https://t.co/wkrzMzRg7I",New York City,2336,1097327,YahooNews,9,6,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
13,"“I’m on Herschel’s team — they picked the wrong Georgian to mess with,"" Republican Sen. Rick Scott of Florida said. https://t.co/3Oxyr9otFb",New York City,2336,1097327,YahooNews,0,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
14,"“Did you know Herschel paid for my abortion the first time? Or that he told me it wasn’t the ‘right time’ to have [her current child]?” the woman wrote in a text message sent to Herschel Walker’s wife, Julie Walker, who initiated the conversation. https://t.co/HSy4ENcLvX",New York City,2336,1097327,YahooNews,3,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
15,"""He's only interested in one thing: the get out of jail free card,"" Michael Cohen said. ""And that's exactly what he saw in those documents."" https://t.co/82trOQ4d8q",New York City,2336,1097327,YahooNews,8,15,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
16,"A Mississippi woman who said she was fired for wearing a ""Scream"" mask to scare children at the daycare where she worked, later shared a tearful apology online. https://t.co/TmC3rDoATm",New York City,2336,1097327,YahooNews,2,6,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
17,"Aides to Trump did not pitch his proposal to the National Archives, knowing it would be rejected. https://t.co/OwmrxAseFQ",New York City,2336,1097327,YahooNews,2,6,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
18,"U.S. District Judge Randolph Moss is scheduled to sentence Alan Byerly on Oct. 21 for his attack on AP photographer John Minchillo and police during the Jan. 6, 2021, riot in Washington. https://t.co/TGjEBFiDOx",New York City,2336,1097327,YahooNews,6,7,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
19,"Stanford University is investigating after a woman reported having been raped in the basement of a campus building Friday, the school announced Saturday, marking the second report of a rape on the elite Northern California campus in as many months. https://t.co/8J8a8ZF78y",New York City,2336,1097327,YahooNews,2,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
20,"Trump's speech also falsely claimed that Obama moved over 33 million pages of documents to a ""totally unsafe former furniture store."" https://t.co/IaBpY5t0VN",New York City,2336,1097327,YahooNews,2,11,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
21,"According to The NYT, Trump often eschewed reading through detailed intelligence reports but was attracted to graphics and other data-driven visuals. https://t.co/mp1bmWFafG",New York City,2336,1097327,YahooNews,3,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
22,A group called Cooperative Last Will asked the court to declare that the Dutch state is “acting unlawfully by denying its citizens the right to die with dignity under their own control.” https://t.co/B8i2VTd5DT,New York City,2336,1097327,YahooNews,3,0,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
23,"Putin, whose forces invaded neighboring Ukraine on Feb. 24, said the strikes were retaliation for what he called Kyiv's “terrorist” actions — a reference to Ukraine's attempts to repel Moscow's invasion force and cripple their supply lines. https://t.co/UxzxHvjieK",New York City,2336,1097327,YahooNews,0,2,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
24,"According to the American Kennel Club, the lifetime cost for small dogs, which have an average life expectancy of 15 years, is approximately $15,051, while large dogs, which have an average life expectancy of 10 years, have a lifetime cost of $14,480. https://t.co/iQ3k8Qgnjt",New York City,2336,1097327,YahooNews,1,5,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
25,North Korea’s recent barrage of missile launches were the simulated use of its tactical battlefield nuclear weapons to “hit and wipe out” potential South Korean and U.S. targets. https://t.co/QYsqbC5yca,New York City,2336,1097327,YahooNews,2,2,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
26,"RT @Isikoff: In light of ruling by Obama-appointed judge rejecting @fairfightaction lawsuit ""on all counts,"" @Dahlialithwick of @Slate, a l…",New York City,2336,1097327,YahooNews,14,0,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
27,A boy ran onto the field and was tackled hard by a security guard in the second quarter of Tampa Bay’s game against Atlanta. https://t.co/loIDp1wSeP,New York City,2336,1097327,YahooNews,1,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
28,"Former Secretary of State Mike Pompeo says President Biden was ""reckless"" in warning last week about the possible use of nuclear weapons by President Vladimir Putin and Russia. https://t.co/Rq0E59HxVd",New York City,2336,1097327,YahooNews,3,6,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
29,"Some Democrats in tough re-election campaigns have tried to inoculate themselves on crime ahead of the midterm elections, hoping to counter brutal Republican ads on the issue.  https://t.co/FFbugCZTws",New York City,2336,1097327,YahooNews,0,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
30,"RT @michaeldweiss: NEW: I sat down earlier this week in Tallinn with @MarrMikk, the outgoing director of Välisluureamet, Estonia's foreign…",New York City,2336,1097327,YahooNews,579,0,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
31,RT @SkullduggeryPod: WATCH: @isikoff @Dahlialithwick exchange about #StaceyAbrams big defeat in court https://t.co/fCMOi2SGyP,New York City,2336,1097327,YahooNews,4,0,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
32,"Since the new Cold War turned hot in February, Estonia’s Prime Minister Kaja Kallas has been an outspoken champion of Ukraine’s military victory. https://t.co/T5ftaL3rOI",New York City,2336,1097327,YahooNews,0,7,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
33,Kremlin leader Vladimir Putin says that the explosion on a key bridge linking Crimea and the Russian mainland was a terrorist act planned by the Ukrainian special services. https://t.co/o1AJta7DC5,New York City,2336,1097327,YahooNews,5,10,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
34,"Russia launched multiple missile attacks into the Ukrainian city of Zaporizhzhia overnight, killing at least 17 people and wounding dozens in an apparent reprisal for a blast that damaged a Crimean bridge. https://t.co/3IUoKKHCAp",New York City,2336,1097327,YahooNews,6,5,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
35,The Israel's Defense Ministry has reached a settlement to compensate the family of a Palestinian-American man who died earlier this year after he was detained by Israeli troops in the occupied West Bank. https://t.co/YTUxXqc9Mt,New York City,2336,1097327,YahooNews,2,5,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
36,"Fans are raving about the Disney+ series “Ms. Marvel”, the series is about a superhero-obsessed Pakistani American teenager and shines a spotlight on South Asian heritage. https://t.co/2MkUgxV4lJ",New York City,2336,1097327,YahooNews,0,3,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
37,"By pardoning Americans with federal convictions for marijuana possession, President Joe Biden said he aimed to partially redress decades of anti-drug laws that disproportionately harmed Black and Latino communities. https://t.co/ojV5WS1mwR",New York City,2336,1097327,YahooNews,1,6,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
38,"North Korea fired two short-range ballistic missiles toward its eastern waters, the latest in its barrage of weapons tests in recent days, after the North warned against the U.S. redeployment of an aircraft carrier. https://t.co/MAoeY2oGpW",New York City,2336,1097327,YahooNews,2,1,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
39,NASCAR says it had a productive test of its new car and promised drivers that solutions to some of their safety concerns should be implemented by next season. https://t.co/eYeuz0Ro9b,New York City,2336,1097327,YahooNews,2,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
40,Residents were allowed to return to a coastal island that was decimated by Hurricane Ian with a warning from the governor that the disaster isn't over. https://t.co/j4pUQE93u7,New York City,2336,1097327,YahooNews,1,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
41,"An Ohio judge indefinitely blocked a state law that prohibited most abortions after six weeks of pregnancy, according to The Cincinnati Enquirer. Ohio Republican state Attorney General David Yost is expected to appeal the decision. https://t.co/hvRS9fUTWH",New York City,2336,1097327,YahooNews,10,32,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
42,"An Oregon serial rapist is set to be released from prison in mid-December after serving nearly 36 years behind bars, almost all of his maximum sentence. https://t.co/cAOjBu2oK1",New York City,2336,1097327,YahooNews,7,7,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
43,"After three years of planning, five expeditions and a two-week trek through dense jungle, scientists have reached the tallest tree ever found in the Amazon rainforest, a towering specimen the size of a 25-storey building. https://t.co/gYgQUA9PUz",New York City,2336,1097327,YahooNews,9,17,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
44,"Russian defense minister Sergei Shoigu would be ""happy"" to lose his job following a string of disastrous Russian defeats in Ukraine, according to The Guardian. https://t.co/JRAmruudjA",New York City,2336,1097327,YahooNews,7,25,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
45,"A Navy veteran and father of two was laid to rest after his vehicle fell into a creek as he drove on a bridge that was in disrepair and should have been blocked off, according to North Carolina troopers. https://t.co/JLws5UsE6a",New York City,2336,1097327,YahooNews,4,9,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
46,"Florida officials began planning to transport migrants to other states in July and told potential contractors their task would be to relocate them on a voluntary basis, according to state documents. https://t.co/U0nTdOB8LH",New York City,2336,1097327,YahooNews,3,4,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
47,"A Mississippi woman who said she was fired for wearing a ""Scream"" mask to scare children at the daycare where she worked, later shared a tearful apology online. https://t.co/qW2AX3MNww",New York City,2336,1097327,YahooNews,6,14,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
48,"Sen. Lindsey Graham reportedly told the mother of Brian Sicknick, the officer who died following the Jan 6 riot, that he would end a meeting with her if she kept talking bad about  Trump. https://t.co/X3EZg0sX7c",New York City,2336,1097327,YahooNews,19,26,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
49,"Lindsey Graham offered advice about how officers should have responded during the deadly Jan. 6 Capitol attack, saying they should have shot the rioters in the head, according to a new book obtained by Politico. https://t.co/dBljl5KBSC",New York City,2336,1097327,YahooNews,5,13,Top stories. Trusted sources. Your window to the news that matters most to you. Current live events pinned below. Download our app here: https://t.co/aOTqWBhwuB
0,I was hit by a car three years ago. It was a life-altering experience | Opinion https://t.co/lle8yRScAt,"Dallas, Texas",785,771406,dallasnews,0,0,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
1,Immigration will vex Biden no matter who controls Congress https://t.co/mjbbtf1jRP,"Dallas, Texas",785,771406,dallasnews,0,4,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
2,Exxon eyes takeover of Plano-based oil and gas company https://t.co/VEE8faTXcr,"Dallas, Texas",785,771406,dallasnews,2,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
3,Dallas-Fort Worth skin care experts share their secrets for aging gracefully https://t.co/zHLK6Mgp6h,"Dallas, Texas",785,771406,dallasnews,0,0,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
4,Two whistleblowing Richardson cops say they were frozen out of the department https://t.co/xon6xugnN9,"Dallas, Texas",785,771406,dallasnews,1,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
5,Dallas police chief elected president of Major Cities Chiefs Association https://t.co/jUdeccWND4,"Dallas, Texas",785,771406,dallasnews,0,6,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
6,Dallas International Film Festival trumpets a diverse lineup this year https://t.co/dSXRZDDtYI,"Dallas, Texas",785,771406,dallasnews,0,0,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
7,We recommend in the race for Texas House District 115 | Opinion https://t.co/Pp0BKhGVhl,"Dallas, Texas",785,771406,dallasnews,0,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
8,Texas Pete hot sauce isn’t from the Lone Star State. A Californian has a problem with that https://t.co/0po2cZnczC,"Dallas, Texas",785,771406,dallasnews,2,5,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
9,Why do we pair a capable health care system with a nonsensical way of paying for it?  https://t.co/pVAGirpi8m,"Dallas, Texas",785,771406,dallasnews,2,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
10,"Are you a Dallas County resident with diabetes?  What has your experience accessing diabetes care been like?

We want to talk to you for a story on health care accessibility in North Texas. DM @maringwolf or email her at marin.wolf@dallasnews.com to share your experience.","Dallas, Texas",785,771406,dallasnews,6,3,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
11,Who are the Dallas attorneys for Oath Keeper founder Stewart Rhodes at his sedition trial? https://t.co/H9zs4hSZL5,"Dallas, Texas",785,771406,dallasnews,1,0,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
12,Better Block Foundation brings a new look to Garland https://t.co/g5QTIurNhk,"Dallas, Texas",785,771406,dallasnews,3,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
13,Mayan speakers in Dallas face challenges while getting support from fellow Guatemalans https://t.co/x41VZDzf70,"Dallas, Texas",785,771406,dallasnews,3,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
14,"📺 Our @MitchellParton joins @NBCDFW in moments to discuss our Boomtowns series, including @Princeton_Texas, @cityofmelissatx, Royse City and @CityofForneyGov. Watch live, and check out the series.

👀 Watch: https://t.co/PYCetZZm4b
🏙️ Boomtowns: https://t.co/AywH3kkRGB https://t.co/UcekdaMTgV","Dallas, Texas",785,771406,dallasnews,2,0,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
15,"8/ Still got questions? Our 2022 Voter Guide Can help. Build your ballot, get to know the candidates and see our recommendations at https://t.co/KNnCJrDicr. https://t.co/A6UyzYPACm","Dallas, Texas",785,771406,dallasnews,2,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
16,"7/ Want to vote by mail? Oct. 28 is the deadline to request a mail-in ballot for the Nov. 8 general election. The application must be received, not just postmarked, by that date. Here’s more info.
https://t.co/6MLeT4NvAB","Dallas, Texas",785,771406,dallasnews,5,5,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
17,"6/ Not sure about your voter registration status? Check the @TXsecofstate’s website. If you moved to a different Texas county, you must register with your new county by Oct. 11. If you recently moved but stayed in the same county, update your address. https://t.co/kKg7BJylV6 https://t.co/WFOLVnJDed","Dallas, Texas",785,771406,dallasnews,2,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
18,5/ Another way to register is through the @TxDPS while renewing your driver’s license. https://t.co/kKg7BJylV6 https://t.co/QPs5g3H0Sa,"Dallas, Texas",785,771406,dallasnews,0,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
19,4/ You can also get paper registration applications at your local voter registrar or county election administrator's office. They’re also available at places like your local library. https://t.co/kKg7BJylV6 https://t.co/87jFqcUfrZ,"Dallas, Texas",785,771406,dallasnews,1,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
20,"3/ There are different ways to register to vote. First, you can download and print a form from your county voter registrar.

In Dallas County, that’s the Dallas County Elections Administrator’s Office. It provides a printable application on its website. https://t.co/kKg7BJylV6 https://t.co/TPFkiLVv1p","Dallas, Texas",785,771406,dallasnews,1,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
21,"2/ Here are the requirements to vote in Texas. Most notably, you must be a U.S. citizen and turn 18 years old by Election Day on Nov. 8. https://t.co/kKg7BJylV6 https://t.co/HO6tcebtly","Dallas, Texas",785,771406,dallasnews,0,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
22,"1/ 📣 Tuesday, Oct. 11 is the deadline to register to vote in Texas. Voters will choose the next governor, lieutenant governor, attorney general and more in November.

If you aren't already registered to vote, here's what to know. 👇
https://t.co/Z9hZzw4eKr","Dallas, Texas",785,771406,dallasnews,5,4,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
23,"What to know about Biden’s marijuana pardons, including who’s eligible and who’s not https://t.co/CH1ut3zBWq","Dallas, Texas",785,771406,dallasnews,1,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
24,"This is how Micah Parsons does: Playing hurt, and impacting Cowboys victories 
https://t.co/m1we6TvQSD","Dallas, Texas",785,771406,dallasnews,1,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
25,Southlake Town Square attracts stores that once required a drive to Dallas https://t.co/hFXxu1j3Zb,"Dallas, Texas",785,771406,dallasnews,1,4,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
26,Security costs for Texas Gov. Abbott’s second term? Nearly $1.4M - and counting https://t.co/Lmebt2mB7y,"Dallas, Texas",785,771406,dallasnews,6,4,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
27,We recommend in the race for Texas House District 114 | Opinion https://t.co/QsZglJ82ZL,"Dallas, Texas",785,771406,dallasnews,0,0,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
28,What’s on your ballot for the 2022 midterm elections in Texas? https://t.co/nj7ivbjjrE,"Dallas, Texas",785,771406,dallasnews,1,5,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
29,"Dallas Stars roster projection: Wyatt Johnston makes Opening Night squad after final cuts 
https://t.co/chJBJr6hkM","Dallas, Texas",785,771406,dallasnews,1,0,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
30,Tuesday is the deadline to register to vote in Texas’ November 2022 midterm elections https://t.co/tLw7UotlUZ,"Dallas, Texas",785,771406,dallasnews,16,16,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
31,Young leaders fuel a new labor movement reaching across Texas https://t.co/GN7cTulhbF,"Dallas, Texas",785,771406,dallasnews,11,26,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
32,The creative hospitality of post-COVID churches | Opinion https://t.co/kfXVNpL7wP,"Dallas, Texas",785,771406,dallasnews,2,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
33,New Chick-fil-A to open in downtown Dallas https://t.co/fZEfZr03w5,"Dallas, Texas",785,771406,dallasnews,3,6,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
34,"Against all odds (and pedestrian stats), Dallas Cowboys QB Cooper Rush keeps winning 
https://t.co/CdLqxTtjcA","Dallas, Texas",785,771406,dallasnews,1,7,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
35,Lt. Gov. Dan Patrick touts record on power grid despite attacks from Democrat Mike Collier https://t.co/ZqHCtJnTeX,"Dallas, Texas",785,771406,dallasnews,0,1,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
36,"Misguided paranoia about pot eases in Texas, but only gradual law changes expected | @gromerjeffers https://t.co/PYsrbGRhaE","Dallas, Texas",785,771406,dallasnews,3,2,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
37,@jamielandersx We completely understand,"Dallas, Texas",785,771406,dallasnews,0,8,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
38,"Can Dallas’ best-kept urban art secret, coming Oct. 15, be the spark Pleasant Grove needs? | Grigsby https://t.co/W6YIDlgk1U","Dallas, Texas",785,771406,dallasnews,0,3,The official Dallas Morning News Twitter account. Subscribe https://t.co/MqPw2ZUctn
